loan_amount,annual_income,credit_score,employment_years,debt_to_income,num_credit_lines,num_delinquencies,loan_purpose,default
42875,48173,538,16,0.07,3,0,personal,0
33703,29395,549,19,0.6,3,9,auto,1
45041,79768,605,5,0.09,4,1,personal,0
32954,130371,762,6,0.57,9,0,personal,1
9002,104743,535,20,0.09,16,1,home,0
5247,123591,590,12,0.23,19,8,home,0
42988,137973,338,6,0.64,16,8,home,0
22698,66229,482,10,0.72,12,4,personal,1
20738,46639,329,9,0.34,6,3,personal,0
11703,131706,687,7,0.73,3,1,business,0
49240,82583,442,9,0.49,5,5,business,1
18570,144859,718,21,0.34,7,8,home,0
13392,48924,373,10,0.61,5,7,business,0
45724,146011,354,19,0.26,9,9,education,1
33299,92969,323,16,0.24,15,3,business,0
16641,50104,321,10,0.51,6,5,business,1
14998,140862,727,15,0.32,8,8,education,1
7305,129588,331,4,0.15,5,9,education,1
33726,57594,638,9,0.1,17,9,auto,1
19782,23664,814,25,0.6,10,3,personal,0
13721,30528,811,25,0.52,1,8,personal,0
40763,48190,369,19,0.34,16,7,home,1
13427,86033,387,4,0.68,1,2,auto,0
47550,81161,518,19,0.34,3,8,auto,1
21566,93177,569,8,0.55,6,4,auto,1
3230,148404,377,2,0.69,17,0,auto,0
7511,90179,309,2,0.64,2,7,business,1
43229,90592,767,9,0.41,5,4,auto,0
27177,52899,635,6,0.53,11,4,home,0
5765,90979,485,1,0.34,10,1,personal,0
21354,37241,845,24,0.5,15,8,auto,0
24929,66211,420,7,0.23,18,5,personal,1
29820,83472,573,11,0.35,17,9,education,1
47040,94248,709,29,0.2,14,2,home,0
30523,93757,657,21,0.08,13,6,education,1
6552,51346,397,29,0.46,2,1,auto,0
1627,101196,540,28,0.66,12,6,business,1
12989,124451,413,8,0.07,11,1,business,0
14780,97124,786,10,0.19,19,4,home,0
7589,122908,540,18,0.37,12,9,auto,0
35812,62220,455,19,0.52,4,9,auto,1
29128,37942,651,22,0.17,10,8,auto,0
46939,69167,343,16,0.09,12,8,auto,0
39652,56373,611,12,0.41,7,5,home,0
28790,131588,437,0,0.62,6,2,home,1
41953,87143,735,0,0.07,8,3,home,0
1249,140623,442,27,0.29,11,3,business,0
20309,130013,598,7,0.51,6,8,auto,1
26901,22016,561,12,0.14,3,3,education,1
24576,89110,811,5,0.22,19,3,personal,0
32508,149979,361,2,0.42,1,4,home,1
10175,66309,722,15,0.72,4,5,home,0
26464,27274,695,9,0.25,19,7,business,0
17260,128239,330,6,0.39,17,0,business,0
36440,35748,629,21,0.33,19,4,personal,0
30546,40175,468,20,0.68,14,8,business,1
41047,124710,565,2,0.1,10,9,home,1
42430,31826,607,13,0.45,9,3,auto,0
2987,103008,758,15,0.64,16,7,auto,0
26105,149288,484,3,0.74,15,8,business,1
13948,54129,633,28,0.54,16,0,personal,1
14026,146252,814,12,0.32,18,7,auto,0
3773,90009,740,26,0.34,10,7,home,0
46927,139982,690,26,0.3,3,4,auto,1
10878,43490,553,0,0.47,7,9,personal,0
43946,125623,634,24,0.57,7,1,business,0
11377,61435,699,4,0.62,11,6,education,1
8347,95017,465,17,0.34,3,4,auto,0
34776,28520,559,11,0.55,18,4,home,1
4783,146924,303,10,0.69,12,5,personal,1
5298,111951,418,8,0.69,17,9,auto,1
5668,103106,769,27,0.54,9,7,education,0
21671,81877,769,6,0.5,5,0,business,0
35820,39798,792,13,0.42,18,2,auto,0
35484,74638,799,29,0.18,9,6,personal,0
34078,89072,369,23,0.14,13,8,auto,1
48159,87309,669,28,0.39,3,9,business,0
21922,49894,480,2,0.16,4,1,personal,1
35028,82963,304,15,0.45,18,3,education,1
46925,128559,496,29,0.5,15,3,home,1
21316,144724,346,6,0.42,6,6,business,1
12460,74567,439,26,0.08,9,4,auto,0
17968,147843,839,0,0.09,11,4,education,1
31266,55326,726,5,0.13,13,6,personal,1
31209,75059,609,25,0.16,4,1,personal,0
25000,25079,573,5,0.74,15,7,personal,0
15011,45838,838,26,0.29,17,5,auto,0
3866,141412,689,9,0.25,12,4,business,0
48133,107340,758,11,0.09,6,0,education,0
6898,67109,660,21,0.49,7,1,personal,0
19395,105211,368,18,0.51,17,5,home,1
40019,45594,730,5,0.17,11,5,business,0
38707,62749,331,13,0.69,12,8,education,1
5006,56292,812,2,0.61,13,5,education,1
35393,138192,481,9,0.21,1,0,personal,0
11956,94534,547,8,0.39,18,6,home,0
31663,140677,596,22,0.37,19,2,personal,0
7078,99233,329,29,0.29,11,7,business,0
30631,71818,601,28,0.62,18,5,auto,1
31140,131910,775,19,0.13,10,2,business,0
42691,33429,651,18,0.34,6,2,home,0
4961,77748,781,21,0.35,2,7,auto,0
30277,68807,616,14,0.38,5,5,education,0
42574,27140,696,8,0.65,10,1,personal,0
32417,83226,388,18,0.2,15,2,business,1
23484,127089,533,7,0.12,14,5,personal,0
19103,34901,467,21,0.48,6,6,business,1
30345,108815,425,3,0.17,14,3,personal,0
47326,48525,419,4,0.1,14,7,auto,1
40454,40491,727,18,0.35,12,2,personal,0
2587,88816,489,13,0.2,4,5,home,1
43571,54980,727,17,0.3,12,6,home,0
22031,133517,501,24,0.23,17,7,personal,1
27212,115525,358,28,0.11,19,3,education,0
11350,28078,522,18,0.44,16,4,home,0
19816,111654,791,5,0.07,18,5,business,0
21288,149101,310,4,0.73,6,0,personal,1
30432,109521,811,25,0.29,9,8,personal,1
45222,68704,609,10,0.54,19,2,home,0
49617,36997,333,23,0.62,12,1,education,1
7837,99810,639,4,0.25,11,6,business,0
35217,20868,780,26,0.57,16,3,home,0
21884,135499,392,7,0.63,2,3,home,1
6454,46398,432,26,0.22,18,9,auto,1
10424,101578,718,4,0.74,6,8,home,1
37885,117356,767,10,0.06,5,6,business,1
42637,133711,743,25,0.2,9,8,auto,1
44618,41246,329,12,0.6,13,0,education,0
19412,40561,597,5,0.19,7,2,education,0
48111,36254,360,4,0.54,1,9,home,0
40613,54512,757,17,0.65,10,9,business,1
21142,120560,603,25,0.72,18,5,education,1
38392,109532,639,9,0.38,12,0,business,0
9848,114154,747,15,0.73,3,4,business,0
14136,97395,601,21,0.34,5,3,auto,0
1589,77865,839,13,0.2,14,3,home,0
21908,43580,784,22,0.41,15,6,business,0
7509,90959,376,14,0.5,12,4,business,0
41461,123393,814,2,0.37,4,6,business,0
43222,92144,848,2,0.45,16,0,home,0
45476,62485,391,11,0.34,11,8,auto,0
46710,70621,765,22,0.42,4,7,business,1
10968,137363,765,14,0.72,6,6,personal,1
3462,70665,339,10,0.4,16,9,auto,1
10460,90412,628,9,0.23,2,1,home,0
34783,70603,584,19,0.58,13,5,education,0
10275,41038,365,14,0.29,8,3,business,1
29677,113542,408,17,0.62,12,2,personal,1
14269,121311,714,24,0.09,6,7,education,0
1406,116346,391,13,0.28,3,3,education,0
8384,34325,667,28,0.12,15,2,business,0
23553,55892,722,24,0.11,8,4,business,0
25366,21753,539,5,0.51,2,8,education,1
45036,115067,734,13,0.32,16,9,personal,0
18369,37996,511,15,0.66,13,2,auto,1
12795,88811,699,1,0.41,1,8,business,1
5485,94283,825,18,0.26,11,3,business,0
42669,65211,767,4,0.55,1,9,home,0
3618,136737,469,10,0.49,8,3,business,0
31143,82820,509,10,0.61,2,1,home,1
30425,20824,555,20,0.5,13,7,education,0
23673,33880,372,28,0.17,2,3,personal,1
10603,129345,446,24,0.52,4,2,home,0
40696,137718,639,25,0.32,2,2,home,0
6368,86617,616,18,0.37,13,0,auto,0
5621,31517,453,17,0.7,4,7,education,1
15719,41683,554,25,0.3,15,4,home,0
30227,36876,650,7,0.48,12,4,home,1
44894,123068,846,22,0.3,12,3,education,0
8566,76354,611,11,0.12,5,4,business,0
13306,93802,433,8,0.37,10,4,personal,1
25042,96719,428,2,0.47,2,8,education,1
16086,138048,735,5,0.34,8,5,auto,0
18387,143250,579,20,0.32,5,8,auto,1
28042,106602,657,20,0.62,8,7,personal,1
24888,135016,551,25,0.07,13,2,auto,1
27514,98413,434,23,0.26,13,1,education,0
19323,29982,822,0,0.62,15,5,business,1
19019,94504,618,16,0.69,15,1,auto,1
10890,46598,379,2,0.34,11,2,education,0
41863,34639,490,26,0.67,10,2,auto,0
46487,90210,752,17,0.19,6,0,home,0
11283,89852,643,17,0.2,5,4,home,0
19279,133618,329,1,0.64,5,7,business,0
47999,144067,713,3,0.68,8,8,home,0
23908,29695,667,0,0.21,1,6,home,0
48466,68582,801,9,0.09,2,4,auto,0
38952,51094,320,24,0.11,17,7,auto,1
36170,80635,848,29,0.23,7,8,personal,0
38663,42187,545,4,0.58,9,8,business,1
45172,138013,582,4,0.41,4,8,home,1
48929,148721,531,8,0.37,7,1,personal,0
10343,126683,615,13,0.46,10,2,auto,0
11637,21214,635,20,0.67,16,1,personal,1
35724,43940,710,12,0.11,10,4,home,1
40791,146166,544,12,0.54,7,2,personal,0
30134,64406,686,26,0.7,2,8,education,1
47830,111221,657,29,0.2,2,1,business,0
48101,63481,321,23,0.64,8,4,home,1
4907,35977,318,26,0.54,14,4,education,0
34575,147819,586,0,0.06,18,4,personal,1
47799,64839,575,16,0.21,1,0,home,0
5827,77874,371,19,0.47,17,9,personal,0
31607,78414,664,7,0.4,17,6,business,0
14699,121440,634,2,0.42,5,1,business,0
38292,45538,498,16,0.21,16,1,auto,1
48961,124922,316,26,0.52,7,8,education,0
26883,123569,517,11,0.24,15,0,business,0
49991,76241,446,24,0.32,19,8,education,1
6313,93501,509,24,0.31,2,5,personal,0
14598,95133,713,24,0.52,16,4,education,0
46826,80481,629,24,0.11,9,4,home,1
29807,127012,651,17,0.19,18,4,auto,0
5887,47740,462,13,0.19,10,5,education,0
4854,83328,400,29,0.13,4,6,education,1
46226,92105,626,10,0.2,2,8,business,1
15536,70643,626,26,0.47,14,1,home,0
4558,123517,454,15,0.56,1,3,business,1
10772,31881,309,26,0.51,8,4,education,0
37343,56996,652,3,0.38,11,5,personal,0
36186,52177,482,17,0.09,1,6,business,1
37966,142196,754,6,0.72,5,2,business,0
34769,57177,305,10,0.17,13,2,home,1
40887,86126,632,15,0.52,17,8,business,0
20229,76531,632,15,0.69,10,8,business,1
10673,46119,557,2,0.54,7,1,auto,0
28877,137744,510,24,0.2,13,3,education,1
32601,136894,350,22,0.27,4,3,home,0
39084,47915,744,23,0.07,13,4,business,0
17244,22708,676,8,0.48,1,1,education,1
28356,58749,785,7,0.48,11,3,home,0
17806,64989,350,6,0.56,9,2,business,0
24099,42106,453,24,0.06,13,5,personal,1
45641,37131,609,26,0.62,11,3,auto,0
38034,66553,698,16,0.57,8,0,home,0
41317,78144,433,10,0.15,7,2,personal,0
20094,26553,519,3,0.29,15,7,home,1
11589,37881,462,3,0.5,15,2,home,0
2657,21379,801,4,0.4,12,6,auto,0
33764,110791,414,7,0.13,17,1,personal,1
40531,125664,798,9,0.11,6,4,business,0
4164,89306,771,16,0.6,13,6,education,1
28542,39726,448,5,0.16,16,0,personal,1
19437,132753,540,8,0.17,1,0,home,0
42247,29088,422,9,0.63,13,7,personal,1
39505,54314,368,7,0.48,7,1,education,1
20601,137814,362,14,0.47,13,3,personal,0
29430,75041,315,17,0.39,7,2,education,0
7009,124512,689,22,0.45,8,4,auto,0
5552,36350,557,4,0.47,18,1,home,0
10417,127179,516,17,0.73,17,5,business,1
42989,119599,778,26,0.21,16,7,personal,1
3671,101397,413,0,0.2,17,4,auto,1
7519,99509,679,1,0.09,8,6,personal,1
37730,37769,536,26,0.51,7,4,auto,1
13734,67249,775,9,0.43,18,5,education,0
46890,102862,428,5,0.13,4,8,auto,0
4722,121584,809,26,0.31,2,9,education,0
5906,66365,464,27,0.18,16,0,auto,0
31096,70185,576,23,0.28,18,9,personal,0
41031,22786,556,18,0.72,8,8,business,1
14699,120537,431,20,0.53,14,2,home,1
22438,146525,556,10,0.06,18,9,business,0
44856,21620,440,17,0.23,19,2,auto,0
34576,56303,508,27,0.06,4,3,education,1
42938,39589,818,15,0.55,14,7,personal,0
33247,22882,350,7,0.38,2,0,home,0
44461,82248,802,3,0.75,17,3,home,0
28938,69322,558,10,0.56,6,6,personal,1
41469,149236,477,9,0.41,8,2,auto,1
18600,44524,842,15,0.61,16,6,home,1
21435,29745,655,11,0.54,1,4,personal,1
19581,122201,617,21,0.22,18,9,auto,0
15191,35861,663,2,0.42,3,8,personal,0
20190,111707,354,10,0.44,18,7,home,1
28386,111735,455,23,0.37,10,2,business,0
32721,138810,343,15,0.18,2,3,home,1
14704,74261,841,23,0.21,19,6,home,0
3123,143971,621,2,0.25,11,1,business,0
26174,22837,313,27,0.06,19,9,auto,1
45301,94135,656,24,0.69,3,5,personal,1
48216,101447,782,9,0.53,10,8,auto,1
15586,74380,658,28,0.53,16,8,auto,1
32976,106089,617,20,0.45,3,5,personal,0
26416,125025,374,15,0.53,19,5,auto,1
2814,69831,493,25,0.74,7,5,education,1
14001,109349,662,24,0.32,17,9,home,1
17508,58255,395,6,0.55,8,5,education,1
20630,133425,339,14,0.3,3,2,personal,0
14380,49520,696,14,0.65,7,3,business,0
49174,49541,406,9,0.65,10,5,business,1
36699,85772,316,2,0.68,19,9,personal,0
47335,47350,826,5,0.05,15,0,personal,0
47806,64397,798,25,0.26,15,0,auto,0
13317,97085,824,17,0.14,5,6,home,0
36739,83865,342,21,0.37,3,0,education,0
35785,75956,649,27,0.4,3,4,personal,0
32980,47453,329,4,0.23,4,9,business,0
24799,82345,740,15,0.56,15,7,home,0
36183,120727,841,12,0.24,16,5,home,0
30166,32906,754,2,0.65,5,2,auto,0
20480,34988,393,29,0.17,8,1,business,0
2609,47723,594,14,0.31,10,1,home,0
1717,53800,848,22,0.49,2,3,business,0
20945,59107,388,26,0.47,14,8,education,1
26592,47430,802,19,0.1,5,8,business,0
29141,52535,513,26,0.64,7,0,home,0
31009,88476,721,29,0.47,11,4,business,0
46430,146581,825,5,0.66,3,8,business,1
7782,107329,491,24,0.66,12,3,business,0
27536,97798,523,27,0.43,14,6,home,1
34816,72284,686,29,0.69,1,5,education,1
26933,76232,773,21,0.64,16,3,business,0
12618,64420,502,3,0.72,15,9,education,0
9307,57710,746,14,0.65,1,6,home,1
27671,92497,367,25,0.62,13,6,personal,1
41673,112035,391,17,0.38,15,1,business,0
43761,60498,477,8,0.2,17,6,education,1
11338,51283,302,29,0.69,9,8,business,1
39346,86169,402,19,0.56,5,5,auto,1
47602,92358,572,3,0.25,12,5,auto,0
7548,82457,833,15,0.29,17,5,home,0
41149,138791,415,17,0.53,11,1,education,1
22164,45968,763,4,0.38,11,5,education,0
28526,82508,403,12,0.11,8,5,business,0
32222,124791,558,5,0.15,15,8,auto,1
21176,83220,607,25,0.57,2,1,business,0
3941,133435,666,21,0.28,10,8,business,0
6695,105366,601,18,0.41,14,4,home,0
40169,25738,326,11,0.59,5,8,personal,1
48947,23098,807,14,0.58,17,9,home,1
48224,115424,826,29,0.17,18,9,home,0
46865,93633,664,8,0.12,19,1,home,0
26553,98672,597,6,0.46,7,4,business,0
39965,58244,660,28,0.57,18,1,business,0
39218,28253,803,13,0.15,12,4,business,0
26359,74333,329,18,0.31,15,6,business,1
25816,145349,738,19,0.66,14,6,auto,0
9378,70969,639,15,0.71,10,6,education,1
2881,110744,425,22,0.37,17,4,auto,0
40567,90423,665,26,0.11,1,6,education,1
48365,137286,742,23,0.23,4,5,business,0
14675,64411,562,21,0.21,9,6,auto,1
5586,95028,521,3,0.22,4,4,education,1
26006,55421,301,11,0.4,19,1,personal,0
42198,21454,693,17,0.46,5,8,home,1
23831,37522,605,25,0.14,18,1,education,0
36113,58575,445,7,0.67,15,2,auto,1
17459,23192,829,16,0.48,8,8,auto,0
33443,131116,827,24,0.47,2,1,personal,0
43316,75268,607,23,0.74,13,7,education,1
31595,147874,639,2,0.49,13,2,home,0
6877,101311,651,25,0.7,14,5,auto,1
40553,30402,508,3,0.25,15,8,business,0
49601,98610,504,9,0.22,12,9,business,1
5922,100781,314,15,0.41,5,9,education,1
5686,56527,727,19,0.41,3,2,personal,0
33766,72181,775,1,0.21,18,8,home,0
15407,111472,597,11,0.54,3,6,education,1
33006,47002,393,15,0.07,14,4,education,0
32422,101219,406,26,0.53,2,7,home,1
13205,32460,718,9,0.37,18,5,auto,0
22054,139783,577,4,0.53,13,6,business,1
24527,50482,427,28,0.38,2,2,auto,0
46947,36447,758,11,0.73,12,9,personal,0
19443,68228,337,2,0.28,2,5,home,0
17524,103265,497,11,0.74,8,2,auto,0
29202,70126,656,26,0.1,5,6,education,1
1016,40545,306,0,0.53,11,9,education,0
47142,75114,631,1,0.37,13,5,personal,0
17848,113740,818,10,0.63,17,9,personal,0
21855,95350,493,11,0.6,16,7,home,1
19211,77801,615,6,0.61,19,7,auto,0
26095,33890,300,0,0.12,15,5,education,1
39724,141284,361,27,0.63,18,1,home,1
38583,72482,642,12,0.2,6,9,home,0
3843,83397,317,12,0.07,4,9,education,0
30301,21740,670,1,0.2,4,5,auto,0
27460,50121,534,29,0.39,13,0,business,0
32918,31218,368,9,0.57,9,5,personal,1
29747,91591,746,22,0.2,10,5,auto,0
16972,108241,307,0,0.13,14,5,business,1
29310,54722,761,6,0.5,8,8,business,1
23927,69431,610,12,0.74,3,3,education,0
2094,71543,433,23,0.47,9,6,business,1
39892,62000,684,26,0.53,1,2,personal,0
35172,91975,355,28,0.44,15,7,home,0
24324,50921,659,29,0.6,15,1,auto,0
21674,119265,413,1,0.73,7,1,personal,1
4982,108747,387,19,0.43,15,4,business,0
46283,50614,437,6,0.34,7,0,home,0
16790,81189,407,16,0.65,13,0,home,1
13205,37601,799,21,0.73,12,2,business,0
25338,113332,834,4,0.14,18,5,personal,0
13748,143254,443,10,0.45,7,9,business,1
22097,91543,355,21,0.6,7,5,auto,0
4092,40514,305,23,0.42,15,7,home,0
23692,103312,841,10,0.34,9,6,education,0
24862,87612,746,10,0.51,6,0,home,1
25860,110886,684,16,0.24,9,0,business,0
14971,139004,606,18,0.29,19,3,business,0
15616,124500,601,26,0.74,16,0,education,1
5933,36292,704,28,0.5,16,0,education,0
5926,51510,809,24,0.66,1,9,home,0
26763,48000,372,27,0.62,13,0,business,1
4969,128619,564,7,0.51,19,2,home,1
36733,139277,526,19,0.64,4,9,personal,1
5319,50383,492,26,0.25,19,1,business,1
42743,31785,673,13,0.5,10,9,home,1
40876,60910,309,9,0.46,13,7,business,1
42909,59028,601,24,0.49,1,6,business,0
21323,44855,658,6,0.17,13,9,auto,0
17428,44281,351,1,0.24,10,7,home,1
35578,133838,398,16,0.25,15,3,business,1
21950,24841,312,0,0.47,15,8,education,0
44041,117204,689,12,0.73,7,4,education,1
42789,80155,656,18,0.72,14,6,auto,1
19293,46918,310,28,0.21,8,3,business,1
7364,76313,380,13,0.26,19,0,home,1
36349,144354,560,25,0.08,18,7,home,0
1691,144737,305,17,0.33,15,8,education,1
31062,148517,757,19,0.63,9,8,personal,1
1931,131688,672,13,0.69,12,9,business,1
46896,145769,780,14,0.22,14,7,auto,0
32730,37443,521,13,0.24,2,0,auto,0
15226,52250,380,23,0.2,5,2,business,1
14861,21922,814,4,0.3,5,4,business,0
32301,51976,359,15,0.61,14,6,auto,0
49243,31991,520,4,0.5,4,7,auto,1
23766,124405,648,21,0.6,2,0,home,0
37174,73744,527,12,0.46,1,4,auto,0
42107,42733,589,27,0.23,2,2,education,0
18695,22473,592,15,0.21,13,6,auto,1
42347,28108,492,14,0.06,17,5,auto,0
4121,48715,773,4,0.6,13,0,education,1
19257,133754,556,20,0.64,17,1,education,0
29164,142784,805,29,0.59,5,4,business,0
26491,128347,687,22,0.1,8,4,auto,0
24165,146421,697,5,0.58,12,0,education,1
49714,141436,665,28,0.08,9,3,home,0
4748,52210,589,12,0.12,18,8,personal,1
34045,134514,608,15,0.36,16,8,education,0
27553,57317,577,29,0.38,19,4,personal,1
45331,85516,763,9,0.62,8,6,auto,0
31497,53362,488,26,0.53,7,1,home,0
32308,74604,477,1,0.16,9,0,home,1
40560,135194,827,12,0.21,12,1,business,0
47686,24889,674,16,0.25,14,3,business,1
11374,109557,753,0,0.14,10,5,auto,1
5675,93748,516,3,0.25,16,2,education,1
2170,51971,341,17,0.56,2,1,home,1
42449,70551,493,5,0.22,6,6,auto,1
44485,23201,626,27,0.63,11,7,auto,1
13450,126158,672,11,0.38,4,8,education,0
11680,125067,764,24,0.28,5,9,home,0
11068,128957,462,25,0.34,5,7,home,1
36230,109882,575,26,0.55,17,1,home,0
47418,57958,663,29,0.41,5,2,business,0
27206,99251,779,25,0.06,11,0,home,0
1287,25681,759,23,0.7,9,0,personal,0
23337,121982,564,19,0.1,15,5,education,1
21666,66870,838,12,0.71,3,2,home,0
2161,148396,685,27,0.07,16,3,education,0
36131,102256,384,1,0.59,9,9,education,1
25535,87203,615,16,0.42,6,7,personal,1
33528,48152,542,22,0.4,9,4,home,0
39751,70061,768,9,0.1,19,5,education,0
17527,77619,641,18,0.22,6,8,home,0
41975,78235,476,29,0.59,11,1,personal,1
24853,93740,429,21,0.67,2,2,business,0
15758,57890,382,4,0.42,18,4,business,0
1244,110073,659,20,0.3,7,1,business,0
4178,81401,387,11,0.09,4,7,business,1
32831,31217,831,17,0.53,7,1,auto,0
3176,68351,770,29,0.24,17,3,education,0
38770,53741,797,8,0.09,4,2,auto,0
34654,40654,806,10,0.52,13,3,home,0
27627,81314,653,3,0.39,19,3,business,0
47489,21408,715,9,0.06,4,5,home,0
45910,148601,350,0,0.13,13,9,personal,1
25881,62903,362,1,0.54,1,9,education,1
36422,104208,388,8,0.09,2,9,personal,1
12984,127042,489,22,0.66,7,8,education,1
24776,132653,647,25,0.27,17,2,personal,0
18755,21218,837,17,0.11,7,0,personal,0
8135,70572,475,15,0.58,13,7,education,0
1320,78798,663,22,0.42,17,6,home,0
38422,121681,782,13,0.26,1,1,personal,0
29635,142189,418,3,0.33,2,4,education,1
22684,129268,468,25,0.06,6,9,education,1
24238,50105,446,1,0.51,12,3,personal,1
22889,89634,736,11,0.31,13,8,home,0
31313,137426,738,19,0.55,9,3,business,0
33535,85063,488,4,0.49,17,4,auto,0
49899,27619,459,28,0.51,18,7,business,1
11770,31939,701,29,0.61,8,2,personal,0
40321,38226,317,3,0.49,8,5,personal,0
21426,45322,439,14,0.34,11,5,education,1
45327,137504,414,2,0.32,8,6,home,1
42777,78215,627,21,0.13,18,8,home,1
47250,36878,524,16,0.6,18,2,personal,1
8498,26560,738,7,0.58,13,4,home,0
40404,58278,849,11,0.22,1,4,auto,1
41130,56212,685,20,0.65,15,4,home,1
17395,114835,820,7,0.46,6,5,home,1
3537,143955,552,25,0.39,6,0,education,1
20226,93079,397,19,0.06,13,8,personal,0
16216,43946,370,19,0.32,2,2,home,0
19613,138682,746,4,0.5,19,5,personal,0
4009,51740,389,20,0.11,17,3,home,0
25368,130733,729,26,0.37,1,6,home,0
30327,27253,518,5,0.75,14,7,home,1
15209,99311,406,4,0.55,16,3,education,0
49443,52813,775,20,0.43,15,9,home,1
16029,84331,753,28,0.42,9,5,business,0
3077,47632,843,7,0.08,19,9,auto,0
14907,68365,425,21,0.72,8,6,home,0
37635,87593,446,17,0.7,15,9,business,1
49920,53431,579,3,0.53,10,6,personal,1
5873,57436,323,3,0.12,2,8,education,0
9635,38413,419,4,0.2,18,7,personal,1
34065,115761,596,14,0.18,2,2,education,0
46863,58485,381,5,0.41,12,3,personal,1
42804,88232,747,26,0.2,10,8,personal,0
34783,131504,769,20,0.54,12,6,auto,1
35152,36101,722,15,0.43,7,6,auto,0
42513,28831,844,13,0.06,2,0,auto,0
30092,104583,323,13,0.57,1,1,personal,1
18653,71897,360,15,0.18,2,0,education,0
33463,25004,383,26,0.63,17,3,auto,0
35028,108241,524,21,0.3,8,3,education,0
41469,65924,485,23,0.29,12,4,education,1
21947,41509,674,3,0.06,2,4,home,0
30978,139636,371,10,0.74,9,0,business,1
23056,57170,373,18,0.48,17,6,personal,1
30007,63555,640,24,0.35,17,5,business,0
44169,34662,452,18,0.12,10,7,personal,1
49287,138115,395,26,0.54,13,3,education,0
45632,124216,744,7,0.25,5,0,business,0
49449,85930,409,9,0.74,14,2,home,0
6543,67403,757,27,0.72,14,8,business,0
22067,56365,350,4,0.56,15,9,business,1
46256,82188,676,15,0.73,5,6,home,1
26097,96060,372,24,0.12,6,1,home,1
43847,118633,511,2,0.25,9,2,auto,0
44512,46673,731,25,0.23,9,1,personal,0
4809,83471,467,9,0.1,4,3,education,1
23191,37156,630,23,0.73,1,1,business,0
22267,77287,793,29,0.09,15,3,business,0
8206,21645,442,28,0.65,14,6,education,1
22057,79076,744,12,0.59,1,7,home,1
29992,114585,693,6,0.31,6,9,home,0
47514,136475,811,11,0.06,8,5,business,0
16995,95351,627,22,0.05,3,8,business,0
49803,70151,558,13,0.19,17,5,education,0
45439,87384,736,26,0.4,5,2,education,0
14210,119865,648,9,0.37,18,0,personal,0
18793,53541,814,8,0.46,7,8,home,0
27270,92847,748,11,0.59,17,2,auto,0
6197,107099,698,23,0.31,15,0,auto,0
49321,100739,513,2,0.16,16,1,education,0
8452,70955,845,29,0.61,13,2,personal,0
42486,29290,588,12,0.28,7,7,business,1
15859,120354,558,5,0.25,15,7,education,0
28236,78942,557,26,0.59,5,1,education,1
32899,102667,687,5,0.7,12,5,education,0
